cz,czname,state,lat,lon,c1980_85,am,rm,amfemale,rmfemale,ammale,rmmale,fracblack,racseg,incseg,segpov25,segafl75,fraccom15,hipc,gini,incsh1,ginibot99,frac2575,loctr,locgexp,schexp,tsr,tsperc,hsdrop,colpc,coltui,colgrad,lfpr,manshare,chimp,tlfpr,migirate,migorate,fracfor,scind,fracrel,crimer,fracsm,fracdiv,fracmar,incgrth
100,Johnson City,TN,36.45968366081218,-82.3835736492437,37362.0,38.3875,0.3717,39.97675,0.38227,36.83775,0.36175,0.0208408,0.0903837,0.0348657,0.0301532,0.0382395,0.3252578,31559.77,0.46804,13.459,0.33345,0.54796,0.0203924,1886.148,5.1845472,,2.728379,-0.0152656,0.0138869,4816.82,-0.0024312,0.5873474,0.2373972,5.293786,0.0037529,0.0056398319,0.0046972561,0.0117837,-0.2978583,0.5144033,0.0014095,0.1898032,0.1101729,0.6008929,-0.0022776
200,Morristown,TN,36.03787840059189,-83.38369995024755,15856.0,37.77675,0.35611,38.7855,0.37426,36.81325,0.33785,0.0197791,0.093153,0.0262809,0.0278582,0.0253348,0.2764278,29958.93,0.43459,10.631,0.32828,0.5375,0.0234471,2004.337,4.5058856,,-3.400274,-0.0235207,0.008779,4762.23,-0.1011827,0.6249742,0.2377556,3.030479,0.0047773,0.016206061,0.0142351722,0.0230553,-0.76735477,0.5438951,0.0018436,0.185106,0.1159584,0.6133591,-0.0021528
301,Middlesborough,TN,36.59090025951353,-83.63702722156813,4552.0,39.04925,0.37557,41.348,0.36896,36.79175,0.38091,0.0146459,0.0642501,0.0240811,0.0146831,0.0258143,0.3585358,22328.48,0.44095,10.691,0.33404,0.46685,0.0153799,1189.82,5.614119,15.084937,-9.315062,-0.0046291,0.0449721,11840.4,0.1112985,0.4789631,0.2335314,2.062596,0.0028932,0.008050009,0.0116028063,0.007078,-1.2702513,0.667806,0.0008545,0.2110027,0.1134514,0.5902804,-0.0037121
302,Knoxville,TN,35.973556319911175,-84.06693390307679,48641.0,37.84125,0.37253,39.60825,0.37445,36.1375,0.3705,0.0563648,0.2099943,0.0921036,0.0842674,0.1019656,0.2685696,35884.29,0.50832,15.08,0.35752,0.5041,0.0188704,2356.851,4.8998462,,-6.031831,-0.0110711,0.0109951,3480.44,-0.0238261,0.6148306,0.1455054,1.078308,0.0042875,0.0163029137,0.0135541506,0.0199675,-0.22188462,0.601953,0.0013441,0.2056023,0.1142778,0.57515,-0.0019974
401,Winston-Salem,NC,36.174620192259525,-80.35968960344275,33466.0,36.96925,0.38913,38.80675,0.39667,35.0955,0.38314,0.173531,0.262388,0.0718667,0.0610806,0.0806255,0.2918141,38891.75,0.46553,11.917,0.34636,0.49991,0.0179048,1891.45,5.4626763,15.385281,-2.297035,0.0229661,0.0141936,9715.33,0.0515534,0.656087,0.2151985,1.016085,0.0037629,0.022101464,0.0186199765,0.0529482,-0.01779596,0.4879375,0.0026579,0.2204709,0.0923505,0.5858972,-0.0140494
402,Martinsville,VA,36.68911018928647,-79.96754706267596,6742.0,37.29525,0.42257,38.6325,0.42362,35.99575,0.42083,0.2238095,0.1365256,0.0237311,0.0153754,0.0282695,0.3130243,31264.81,0.44448,10.68,0.33768,0.53839,0.0151883,1557.879,5.7398601,,4.227381,,0.0107813,1113.0,-0.1155025,0.599393,0.3945067,3.276671,0.0032874,0.0068137958,0.0100697552,0.0249921,-0.90281513,0.4544327,0.0018975,0.2408851,0.09564,0.5795217,-0.0113832
500,Greensboro,NC,36.10783205791287,-79.76817061679333,69646.0,36.47725,0.39521,38.3885,0.39826,34.5605,0.39246,0.2175593,0.220065,0.0676532,0.0575889,0.076798,0.3049326,36581.84,0.52358,18.228,0.3413,0.51009,0.0172547,1932.456,5.0077963,16.678007,-3.715993,0.0155281,0.0142162,4528.49,-0.0174335,0.6659446,0.2613469,2.0505,0.0035349,0.0165078715,0.0153705741,0.0502233,-0.51318038,0.433969,0.0034609,0.2366055,0.0955472,0.5601948,-0.0135504
601,North Wilkesboro,NC,36.25681358360089,-81.24887959295116,5927.0,38.3445,0.38886,40.7165,0.39134,36.14325,0.38497,0.0319277,0.1140964,0.0118961,0.008602,0.0124235,0.2893356,31544.06,0.44603,12.645,0.31958,0.56018,0.0135954,1661.026,5.2960907,16.17797,6.698189,0.0210332,0.0111091,880.0,-0.123175,0.617435,0.2753794,2.572853,0.0033694,0.0119756488,0.0118867757,0.0274269,-0.19309309,0.5613891,0.0026572,0.1652012,0.0873082,0.6322625,-0.0108258
602,Galax,VA,36.657383236995194,-80.93146967300277,3790.0,40.813,0.41348,42.6245,0.38642,39.059,0.4394,0.0289597,0.1311975,0.0054097,0.0041657,0.0056613,0.325102,30683.01,0.35621,8.705999,0.26915,0.60842,0.0140347,1208.094,5.3766793,12.326298,4.899554,,,,,0.5936862,0.3210837,4.302583,0.0039142,0.0055352836,0.0057981322,0.0228524,-0.80119036,0.430175,0.0013297,0.1668024,0.0894558,0.6222348,-0.0096735
700,Spartanburg,SC,34.96890570475766,-81.92340220225971,24797.0,36.406,0.4044,37.71875,0.42027,35.11975,0.38415,0.2074983,0.1394965,0.0451206,0.0441604,0.0451741,0.2989705,33416.75,0.4713,13.061,0.34069,0.5285,0.0181788,2498.805,5.4214951,15.939934,-1.008695,,0.0197443,7264.36,0.0066847,0.6295308,0.294631,0.9458863,0.0039405,0.0170280341,0.0155584953,0.0290639,-1.0008878,0.5960855,0.0032783,0.246103,0.0986878,0.5613106,-0.0138567
800,Gastonia,NC,35.33009937707741,-81.37411195827204,29902.0,35.43425,0.41629,36.77525,0.41985,34.11775,0.41167,0.1377782,0.1336746,0.0380789,0.0344144,0.0414662,0.2883977,33582.14,0.41506,10.08,0.31426,0.54393,0.0149102,1996.33,5.2506508,16.369631,2.411811,0.0295279,0.0145162,10244.0,-0.1022317,0.6476718,0.3110813,1.466388,0.0032236,0.0169452569,0.0153315382,0.0286182,-0.65939772,0.6012372,0.0040742,0.2139188,0.0941167,0.5961478,-0.0138515
900,Charlotte,NC,35.196007077029435,-80.74697912249067,97400.0,35.835,0.39704,38.06025,0.40141,33.5905,0.3929,0.2273302,0.2233193,0.0983462,0.0784217,0.1196608,0.2407802,41423.26,0.51624,15.613,0.36011,0.47738,0.0196539,2700.772,5.673504,16.993595,-2.291062,0.0229497,0.0133432,4790.28,-0.0207331,0.6960222,0.1711353,0.8368018,0.0039015,0.0342310291,0.021167997,0.0652544,-0.48383137,0.4959942,0.0037024,0.2192885,0.0877553,0.5633191,-0.0107797
1001,Boone,NC,36.23388318049859,-81.78146582076694,4332.0,40.01675,0.30419,40.747,0.32128,39.33625,0.28721,0.0218586,0.0764024,0.0307025,0.0276064,0.03075,0.374886,25952.73,0.48711,14.276,0.34435,0.53016,0.0223031,1348.464,5.2640922,13.936002,9.977794,0.0126772,0.0258528,1673.67,0.2355099,0.5886975,0.1098454,2.01136,0.0042635,0.0140510076,0.0165587311,0.017843,0.01234278,0.4884503,0.0017051,0.1673808,0.089769,0.5265593,0.0021936
1002,Morganton,NC,35.771296435336254,-81.86196441666371,10458.0,37.55075,0.37279,40.191,0.35464,35.068,0.38884,0.0473598,0.1165366,0.0123042,0.0106982,0.0106045,0.3149605,30725.51,0.3508,7.776,0.27304,0.60328,0.0143212,1825.952,4.9263511,15.707923,5.55586,0.0177869,0.0182083,887.856,-0.1552955,0.6100568,0.3548365,3.33165,0.0036082,0.0131039087,0.0149854334,0.038392,-0.23112977,0.5687727,0.0021691,0.1785387,0.09613,0.6070437,-0.0156285
1100,Hickory,NC,35.775595617462756,-81.19163639684298,25774.0,35.5565,0.4151,36.952,0.41752,34.166,0.4128,0.0908667,0.1340848,0.0375131,0.0287709,0.0418441,0.3215007,36023.97,0.43488,11.834,0.31654,0.56804,0.0148791,1917.402,5.2049369,16.672079,3.202498,0.0260965,0.0106564,4109.34,-0.1635827,0.6880056,0.3651504,3.948592,0.0037977,0.0223596892,0.0185953331,0.0423102,-0.23540835,0.5775316,0.0022157,0.1901945,0.094703,0.6008016,-0.0144456
1201,Franklin,NC,35.062826929097795,-83.38985573292173,2729.0,41.238,0.33776,43.28175,0.32003,39.384,0.35028,0.0104991,0.044338,0.0106465,0.009373,0.011197,0.4157828,37260.51,0.51602,20.552,0.3105,0.56475,0.0238556,1433.778,5.1994378,15.814118,4.109753,0.0339402,,,,0.5576459,0.1578838,1.099702,0.005755,0.0124830031,0.0097412006,0.0308823,-0.23370455,0.6133167,0.0020108,0.1660463,0.1033285,0.6243335,0.0085808
1202,Sylva,NC,35.3463166045906,-83.3473793539616,3410.0,40.59225,0.29197,40.5455,0.32026,40.66825,0.26337,0.0143486,0.3260307,0.016147,0.0196048,0.0142585,0.4121068,28766.82,0.404,8.421,0.31979,0.52059,0.0154114,1581.042,5.6222155,14.64337,3.849286,0.0221565,0.0369809,971.227,0.1117748,0.6091752,0.1059949,6.567269,0.0053103,0.0097259717,0.0103731371,0.014753,-1.0006839,0.4091195,0.0020894,0.2168407,0.0990897,0.5818828,-0.0078821
1203,Asheville,NC,35.51136902698781,-82.60375608670819,24957.0,39.013,0.31936,41.06025,0.31545,37.08125,0.32157,0.0503331,0.1681984,0.0357234,0.0340073,0.0366499,0.3139794,37445.13,0.46143,13.046,0.33097,0.54513,0.0177694,2059.415,5.6491172,16.176243,9.045191,0.0243601,0.0225844,5560.47,0.0011793,0.6041282,0.1782939,1.827456,0.0047741,0.017309695,0.012712513,0.0380049,0.05522191,0.5771922,0.003207,0.203271,0.0992644,0.5915921,-0.0023782
1204,Andrews,NC,35.01014938858743,-83.93859412795189,3687.0,40.83275,0.30435,41.78275,0.33707,39.8875,0.26854,0.0093497,0.050597,0.0077435,0.0074222,0.0072737,0.3608479,33712.03,0.84733,55.821,0.28912,0.51937,0.0153418,1931.542,5.1672161,15.684757,1.551238,0.0165893,0.0335115,7563.42,-0.1101521,0.5246205,0.1538307,2.852943,0.0048527,0.0115112012,0.0043397396,0.0147022,-0.99930048,0.5491027,0.0016253,0.1656641,0.0885637,0.6476094,0.0048557
1301,Bennettsville,SC,34.64989910107746,-79.94536861096883,5968.0,34.9235,0.4105,35.4755,0.44262,34.4075,0.37918,0.3995614,0.0765086,0.009886,0.0083398,0.0072418,0.3400332,25531.41,0.45517,12.783,0.32734,0.43947,0.0201649,1335.1,5.4929564,14.902903,-10.91957,0.0186959,0.0139692,1272.0,-0.111954,0.5744633,0.3596343,2.828324,0.0023744,0.0153102562,0.0180063141,0.0123572,-2.4401389,0.4898584,0.0037577,0.316179,0.0912358,0.5186066,-0.024472
1302,Florence,SC,33.96179821671905,-79.42978025720123,42138.0,35.914,0.3938,37.41675,0.40703,34.381,0.38096,0.3407701,0.2013288,0.0467402,0.0536623,0.0426535,0.3266602,32610.36,0.55174,13.675,0.41499,0.42169,0.021352,1725.847,5.7098479,15.871224,-2.105922,-0.0175,0.0127508,3523.31,-0.0324809,0.6145274,0.1617301,1.059793,0.0038201,0.0229495834,0.0135231135,0.0232166,-1.9584137,0.4357106,0.0029345,0.294691,0.0951241,0.5294711,-0.0060924
1400,Fayetteville,NC,34.98714149834882,-79.15367484611137,50306.0,34.775,0.37436,36.7295,0.37846,32.77675,0.37179,0.2985355,0.1732933,0.0519758,0.0525659,0.0477869,0.3216631,29959.11,0.4628,11.49,0.3479,0.49408,0.0160278,2089.798,4.8660187,16.342744,-5.483594,0.0238465,0.013973,2936.94,-0.0996636,0.6378469,0.2019115,4.161126,0.0030374,0.0304812444,0.0375096452,0.0466255,-2.2102322,0.3774455,0.0030383,0.2758113,0.0922889,0.5447665,-0.0106202
1500,Wilmington,NC,34.24923428854347,-78.16677609428682,23683.0,35.8625,0.34638,37.473,0.3502,34.272,0.34328,0.2103861,0.1547628,0.0638425,0.0596992,0.069344,0.3174942,35616.59,0.52321,12.594,0.39727,0.46309,0.0222326,2143.638,5.378793,16.101843,-0.1525012,0.0204222,0.0193606,3723.04,0.1562062,0.6098379,0.1197418,0.4896808,0.004023,0.0327194179,0.0174107131,0.0282147,-1.2280171,0.4339928,0.00317,0.2534681,0.0956688,0.5561864,-0.0002677
1600,Wilson,NC,35.86421194938684,-77.84623815825205,16971.0,35.0385,0.4313,37.356,0.44076,32.73575,0.42487,0.4158873,0.1694319,0.0531913,0.0495037,0.0556411,0.360095,31548.58,0.51402,11.255,0.40147,0.44348,0.0168744,2899.386,5.0841433,15.843031,-6.231404,0.0352765,0.0230585,5704.58,-0.0933423,0.6194996,0.2321969,3.63344,0.0032369,0.0131986718,0.0153200517,0.035108,-1.395195,0.398123,0.0037893,0.291425,0.0871221,0.5245023,-0.0065134
1701,Raleigh,NC,35.82883513239476,-78.77020995211785,86697.0,36.93225,0.38949,39.2825,0.39122,34.48975,0.39015,0.2301592,0.15935,0.0987872,0.0872595,0.1137754,0.2495372,40545.81,0.5086,17.762,0.33098,0.44848,0.0215574,3146.705,5.7296797,15.95935,-0.3586879,,0.0120386,5642.45,0.1345299,0.6944391,0.1412988,2.940955,0.003982,0.0333610221,0.0226608513,0.0851955,-0.40136127,0.3994598,0.0022364,0.2106337,0.0852488,0.5443147,-0.0088227
1702,Henderson,NC,36.37363310331748,-78.31306249671456,4683.0,33.47,0.42436,35.65425,0.40705,31.28175,0.44527,0.4993167,0.0949566,0.0335116,0.0321436,0.0337902,0.3449313,29491.89,0.4963,12.68,0.3695,0.40035,0.0164034,2116.281,5.4317725,16.506786,-10.28387,0.0420721,0.0158917,770.0,-0.1561169,0.580119,0.2619767,1.073111,0.0029358,0.0148269396,0.0198169278,0.0309043,-1.6357095,0.4371643,0.0036233,0.3394238,0.0861958,0.5241402,-0.0223577
1800,Goldsboro,NC,35.18384044048177,-78.08999553706019,15517.0,37.61975,0.39567,38.4145,0.43534,36.81175,0.35771,0.3110135,0.1132062,0.025556,0.0289702,0.0211582,0.3484129,28924.63,0.45733,11.11,0.34623,0.50059,0.0163958,1843.966,4.7863838,16.293939,-4.023442,0.0152138,0.0179732,2664.69,-0.0909565,0.6173569,0.190936,1.481441,0.0035067,0.0164859606,0.0213387373,0.0650409,-1.6120602,0.394661,0.0025565,0.2502053,0.0843854,0.554769,-0.0085722
1900,Jacksonville,NC,35.07825366009374,-77.28484266403503,37821.0,37.20775,0.38275,39.316,0.38304,35.0555,0.38486,0.2561123,0.1355732,0.049144,0.0481593,0.0483803,0.3751614,29500.39,0.46445,11.594,0.34851,0.51684,0.0173889,2523.385,5.0227455,16.280413,0.7575594,0.023776,0.0130376,1084.97,0.0210338,0.6538132,0.1262336,0.8109217,0.0036712,0.0327336662,0.038563332,0.0340685,-1.9257765,0.3418605,0.002199,0.2434292,0.084307,0.5440954,-0.0042682
2000,Virginia Beach,VA,36.788612328738736,-76.23102657101646,87247.0,37.92725,0.38389,40.028,0.3926,35.7985,0.37638,0.3082009,0.1892905,0.1108495,0.1111491,0.1087498,0.2534989,34928.8,0.45112,10.785,0.34327,0.52275,0.0283187,2365.744,5.8974505,15.308998,5.390189,,0.0116127,3090.38,-0.0336436,0.6826952,0.0908886,0.4060641,0.0042706,0.0284536941,0.0292942719,0.0447346,-0.9496714,0.3457321,0.0012765,0.2608933,0.0942796,0.5268694,0.005751
2100,Washington,NC,35.69553890623705,-76.6151204937859,9441.0,37.50625,0.37629,39.3725,0.35554,35.67375,0.39623,0.287636,0.1584182,0.0371429,0.0421475,0.0290613,0.3867532,32919.36,0.47538,11.065,0.36473,0.46068,0.0253357,2822.53,5.7228083,14.22461,-0.0670232,0.0256421,0.016101,880.0,-0.0836598,0.5943025,0.1615072,1.92984,0.0043272,0.0133638179,0.0163344497,0.0223798,-1.0656222,0.4662201,0.0022541,0.2618759,0.0847197,0.5704187,0.002561
2200,South Boston,VA,36.91361507847658,-78.40110535357005,10970.0,37.989,0.4398,40.2745,0.42886,35.64475,0.45427,0.3982646,0.0266242,0.0079589,0.0072086,0.0066609,0.3182197,28197.59,0.40842,8.048,0.32794,0.50724,0.0149025,1348.775,5.3894495,,4.091639,-0.0033893,0.025279,5394.8,0.1516706,0.5362555,0.2076344,2.78591,0.0034872,0.0090814869,0.0083357559,0.0122535,-0.65022305,0.4065056,0.001384,0.2659581,0.0858312,0.5344166,-0.0112496
2300,Lynchburg,VA,37.361777992265765,-79.233149503341,16055.0,39.2425,0.3969,41.14,0.37532,37.41725,0.41721,0.1807004,0.1321962,0.0497411,0.0476344,0.055896,0.3088064,34416.57,0.41909,9.827,0.32082,0.54407,0.0179932,1481.385,5.2625093,,3.33298,,0.0262449,12558.9,0.0565988,0.6256427,0.2214009,1.309123,0.0041078,0.0094744025,0.0089188858,0.0196676,-0.18454126,0.5745092,0.0009492,0.2300818,0.0889918,0.5710733,-0.0068632
2400,Richmond,VA,37.48348321314769,-77.47187630096455,76578.0,37.87175,0.40043,40.34825,0.39745,35.32375,0.40475,0.3025393,0.2567327,0.119407,0.1136519,0.1245624,0.2380069,41886.04,0.46067,11.543,0.34524,0.46305,0.0247412,2427.829,5.9192279,,4.649168,,0.0134591,5093.1,-0.0178464,0.6707073,0.1171034,0.5699027,0.0047043,0.018964768,0.0131514182,0.0432749,0.24893187,0.4328288,0.0017372,0.2593909,0.0976358,0.5326548,-0.0052819
2500,Newport News,VA,37.0979979394499,-76.51692989070908,43593.0,38.0525,0.39982,39.70925,0.41277,36.39825,0.38693,0.315797,0.1806059,0.0867617,0.0816164,0.0949445,0.2896524,36027.37,0.42174,9.192,0.32982,0.52066,0.0246977,1807.482,5.9655772,,3.348459,,0.0105106,3699.25,0.1313637,0.6483854,0.1470097,0.3214897,0.0043779,0.0252989381,0.0264551006,0.038416,-0.63033196,0.366775,0.0016729,0.2661621,0.09101,0.5528399,0.0080424
2600,Roanoke Rapids,NC,36.352236812811135,-77.40485668390512,11668.0,35.58675,0.46087,37.1875,0.43842,33.86425,0.48733,0.5668333,0.1043743,0.0111188,0.01054,0.0107992,0.3573749,27335.06,0.44151,8.827,0.35324,0.40916,0.0187567,2041.272,5.3561865,16.493476,-11.57729,0.0121427,0.0215742,6297.9,-0.1276803,0.5133925,0.2324735,0.5616556,0.0028316,0.0071122937,0.0115493869,0.0102341,-0.59563105,0.3638417,0.0049045,0.3497986,0.0843223,0.4942441,-0.0177619
2700,Gulfport,MS,30.508875138810215,-89.00113295816838,36601.0,39.334,0.34168,40.7465,0.34922,37.94775,0.33599,0.1821642,0.1811449,0.0355859,0.0369716,0.034055,0.2976553,31028.05,0.46469,12.053,0.34416,0.51798,0.0218591,2072.12,4.6269806,18.443887,-3.591715,0.0022829,0.0043604,955.591,-0.0326174,0.61932,0.1327423,0.4013364,0.0034711,0.0204437138,0.0185534824,0.025858,-1.6300002,0.5354173,0.0017354,0.2436816,0.1206366,0.54925,-0.0042137
2800,Laurel,MS,31.747478350766787,-89.12484342193724,9667.0,40.06675,0.43611,39.98125,0.41609,40.14525,0.45449,0.3181445,0.1379339,0.0154957,0.0158184,0.0134349,0.319578,26973.97,0.51114,13.527,0.37587,0.45074,0.0126145,1817.337,4.4288043,17.850129,-9.186356,0.001171,0.0165968,871.718,-0.0877639,0.5568337,0.2481669,2.19891,0.0025283,0.0119248164,0.0131612796,0.0130489,-0.56001584,0.6200573,0.0019252,0.2580558,0.0984317,0.54711,0.0013358
2900,Hattiesburg,MS,31.321788553334617,-89.3836739674849,13254.0,39.39125,0.38949,39.80175,0.40047,38.95625,0.37777,0.2976568,0.2198237,0.0618231,0.0490796,0.0724237,0.3582185,28079.07,0.50936,11.349,0.39587,0.44136,0.0147939,2011.35,4.2610384,16.788644,-7.940587,-0.0054148,0.0190863,3586.31,0.1088919,0.605079,0.1323725,1.094057,0.0029784,0.0206068163,0.0192326044,0.0133233,-0.70687008,0.6100292,0.0015905,0.2687656,0.0985023,0.5124754,0.0021562
3001,Kosciusko,MS,33.09323435484595,-89.83259504001498,4189.0,37.34725,0.48801,38.11275,0.49255,36.558,0.485,0.5979162,0.135331,0.0273335,0.0344136,0.0212865,0.36452,24121.31,0.53917,18.373,0.35544,0.32544,0.0162608,1747.686,4.3364673,19.802832,-13.49223,-0.0251,0.0484614,1219.97,-0.0224092,0.5068514,0.2306643,5.352758,0.0022837,0.0127453356,0.0174460867,0.004858,-0.8561524,0.4234311,0.0017688,0.3942646,0.0827307,0.4610303,-0.0146896
3002,Yazoo City,MS,32.90445933767269,-90.43485419032945,3966.0,34.79875,0.50763,35.54375,0.50031,33.9675,0.5165,0.5851607,0.1382499,0.0253652,0.0210178,0.037838,0.4174393,22600.17,0.60473,17.47,0.43003,0.29639,0.0160366,1808.874,4.6642355,20.139729,-23.0493,0.0411214,,,,0.5030236,0.1986592,0.4070439,0.0025079,0.0110786431,0.0169991107,0.0308077,-0.35076334,0.4464744,0.0017787,0.4012987,0.0789261,0.4042983,-0.0221823
3003,Jackson,MS,32.29801052741903,-90.1421185057608,46898.0,36.3725,0.41994,38.0945,0.42242,34.648,0.41892,0.4445331,0.2884704,0.1001121,0.0920457,0.1104831,0.2670123,33322.4,0.60495,17.981,0.42514,0.42467,0.0163019,1604.134,4.6183054,19.186738,-15.25659,0.0049753,0.0164666,2959.44,-0.0196014,0.6292858,0.1123032,0.6436496,0.003552,0.014536373,0.0134459163,0.0140788,-0.53825894,0.5305657,0.0016503,0.3029724,0.1036639,0.4946284,-0.0047349
3101,McComb,MS,31.197958361921753,-90.36637448600978,9435.0,39.6185,0.43822,39.887,0.42548,39.36925,0.44901,0.4430706,0.0830179,0.012882,0.0095707,0.012046,0.3413475,25123.34,0.50457,11.866,0.38591,0.38559,0.012491499999999999,1568.728,4.3975878,17.767056,-16.04144,0.0105936,0.0096523,970.0,-0.0613137,0.5237243,0.183986,0.7581934,0.0021975,0.012239146,0.0113511322,0.006669,-0.6237429,0.6012818,0.0017374,0.3082144,0.0944205,0.5147493,-0.0020153
3102,Brookhaven,MS,31.543758852817298,-90.34516992526208,4174.0,40.47925,0.42353,40.154,0.42524,40.798,0.42172,0.3024298,0.0979419,0.0144857,0.0175644,0.0084016,0.320501,27070.6,0.56852,21.251,0.35601,0.46301,0.017662,1806.206,4.3379852,18.265685,-8.088287,0.0163602,,,,0.5515882,0.1429289,0.6032021,0.0022587,0.0157461658,0.0157030846,0.005985,-0.01731992,0.7188308,0.0011417,0.2404101,0.0880605,0.5702726,0.0122397
3201,Jena,LA,31.69567098155862,-92.0422319519958,2336.0,48.58875,0.44039,49.31,0.4412,47.84575,0.44155,0.1854615,0.1446667,0.0072198,0.0064699,0.0079935,0.3690449,24857.21,0.38948,5.903,0.33045,0.50294,0.0158061,2133.66,4.5082671,16.446947,1.447224,0.01393,,,,0.4952319,0.0819072,0.6176343,0.0025701,0.0108324736,0.0146813745,0.0046013,0.24426404,0.698397,0.0056345,0.1908976,0.0795753,0.599737,0.0062919
3202,Natchez,MS,31.58347578332217,-91.35011188009321,6652.0,38.7735,0.43726,39.31275,0.43211,38.24125,0.44249,0.4635694,0.1936227,0.0395193,0.0441472,0.0300728,0.4176146,27487.76,0.55357,12.508,0.42849,0.3954,0.013751,1536.294,4.6449846,18.569318,-19.3323,0.0122126,0.0287138,954.798,0.2608723,0.5190854,0.1109054,0.4375473,0.002196,0.0072789399,0.0109686589,0.0118933,-0.37255382,0.5298695,0.0035749,0.3500577,0.1062822,0.4875998,-0.0134222
3203,Vicksburg,MS,32.230708012206655,-90.93624181894084,7846.0,35.33125,0.41933,36.77975,0.42435,33.87925,0.41493,0.5634955,0.2386226,0.0654824,0.0653502,0.0715034,0.3788905,27080.14,0.54677,13.243,0.41434,0.39128,0.0182667,1873.777,4.4916357,18.326548,-18.28028,0.0301356,0.0235452,2402.12,0.0372235,0.5663454,0.1485859,2.194019,0.0029577,0.0078523245,0.0126555455,0.0089936,-0.66236659,0.4596376,0.0038967,0.3711506,0.0906464,0.4567618,-0.0029385
3300,New Orleans,LA,30.02664358913851,-90.09580846353694,118800.0,38.17975,0.39679,39.597,0.3994,36.7235,0.39498,0.3708242,0.3544913,0.1043814,0.0971067,0.1068187,0.2474441,34076.82,0.58297,13.588,0.44709,0.42313,0.0306394,2299.473,5.09836,17.642578,-10.71364,0.0528354,0.0195418,9042.8,-0.0615229,0.608252,0.0831045,0.1852997,0.0032186,0.0109969804,0.0147598672,0.0465633,-0.9883344,0.5291672,0.0034003,0.3118386,0.1120383,0.4747154,-0.0036538
3400,Houma,LA,29.64584212220069,-90.8505799362108,25863.0,43.974,0.40068,42.7905,0.41578,45.20325,0.38469,0.1991856,0.1769474,0.0398886,0.0336039,0.0428579,0.4143516,28093.63,0.48615,13.738,0.34877,0.52607,0.0258443,2349.9,4.0855281,16.963518,-11.85681,0.0380893,0.0147403,1743.52,0.0082327,0.5685176,0.1134295,0.1100491,0.0026435,0.0086746633,0.01176644,0.0151873,-1.2465638,0.7365431,0.0033239,0.2144372,0.0906544,0.5580666,0.0103291
3500,Baton Rouge,LA,30.489172182216635,-91.0168712179133,70159.0,39.2945,0.4055,39.86175,0.40687,38.72525,0.40449,0.3326568,0.2916667,0.0836604,0.0844526,0.0805777,0.2582343,31578.73,0.51468,11.425,0.40043,0.44281,0.024,1821.126,4.7925516,17.13403,-11.0328,0.0407283,0.0198373,2442.33,0.0299477,0.6184307,0.115866,0.374546,0.0030739,0.0127256339,0.0117399676,0.0239011,-1.167688,0.512549,0.0036687,0.2657032,0.0970431,0.5132786,0.0028867
3600,Alexandria,LA,31.248715400019126,-92.3984215239613,17016.0,40.067,0.40416,40.45675,0.41607,39.67675,0.39291,0.2824583,0.2631163,0.0566732,0.0576535,0.0526595,0.3427557,28236.33,0.54595,13.78,0.40815,0.44906,0.0213632,1721.703,4.5870906,16.913854,-6.212617,0.0416888,0.0214459,3525.29,-0.0569331,0.5476645,0.0719141,0.196579,0.0026346,0.0113287868,0.0118971027,0.0121826,-0.96950269,0.6107894,0.0044125,0.2807912,0.0980189,0.5300738,0.003201
3700,Lake Charles,LA,30.470640588071667,-93.19615216110535,29917.0,42.56025,0.33977,42.732,0.33148,42.39325,0.34801,0.2051256,0.2385457,0.0468194,0.0437184,0.0513032,0.3692566,29461.71,0.44243,10.245,0.33998,0.51652,0.0259678,1823.278,4.8538678,16.288165,-1.394466,0.0138095,0.0178593,2437.92,-0.004584,0.5899059,0.1246714,0.3567099,0.0028913,0.0176211454,0.0233450411,0.0164379,-1.3119923,0.599753,0.0023396,0.2246103,0.0977912,0.571886,0.0051405
3800,Lafayette,LA,30.24115148365517,-92.07169234707871,50289.0,43.189,0.38124,42.474,0.39036,43.912,0.37192,0.2701777,0.1936142,0.0591666,0.0579558,0.0583646,0.3386912,28711.97,0.54719,14.406,0.40313,0.47039,0.0196679,2106.448,4.3349224,17.032985,-6.928369,0.0307528,0.018243,1822.24,-0.0343442,0.5797,0.0816702,0.2094372,0.0024368,0.0097600309,0.0096560456,0.0159953,-0.99702945,0.8004648,0.0032546,0.2583098,0.0969556,0.5378538,0.0096201
3901,Monroe,LA,32.512173764986166,-92.03672743559935,22688.0,37.8895,0.41474,38.94775,0.41675,36.83525,0.41305,0.3367011,0.3196903,0.0701661,0.06566,0.0745963,0.3413704,29496.26,0.57082,15.644,0.41438,0.41372,0.0188054,1532.129,4.6234394,17.005806,-6.315345,0.0459605,0.0196945,1720.14,-0.0549814,0.5863801,0.1213342,0.294686,0.0024773,0.010887119,0.014818141,0.0085506,-0.45927952,0.5830163,0.003801,0.3068341,0.0942689,0.5268891,-0.0030504
